NAME,TYPE,SLOT,CLASS,RACE,MATERIAL,SIZE,WEIGHT,VALUE,RENT,ML,ABILITIES,FLAGS,SPELL_NAME,SPELL_LVL,SPELL_REMAIN_CHG,SPELL_MAX_CHG,AP_APPLY,CUSTOM,BINDING,SOCKET_REMAIN,SOCKET_DICE1,SOCKET_DICE2,SOCKET_AC,SOCKET_PROF,ENCHANT_RENT_ADD,ENCHANT_AC_ADD,ENCHANT_DICE1_ADD,ENCHANT_DICE2_ADD,ENCHANT_SOCKETS_USED,DAM_TYPE,DAM_DICE,DAM_AVG,REQ_WEAP_SKILL,AFFECT,PROF_MOD,CAST,MOB,ZONE,ORIG_RAW
"a smoldering fire crystal",LIGHT,HOLD,NONE,NONE,fire,special,5,14500,3000,15,NONE,GLOW UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,5FIRE_DMG 25RESIST_FIRE,,,"A Fire Elemental","College","Object 'a smoldering fire crystal', Item type: LIGHT
Can be worn on: TAKE HOLD
Class restrictions: NONE
Race restrictions: NONE
Object Material: fire
Size: special
Weight: 5, Value: 14500, Rent: 3000, Min Level: 15
Item will give you following abilities:  NONE
Item is: GLOW UNBREAKABLE
This light modifies the light intensity of a room by 6
Hours left: Infinite
Can affect you as:
   RESIST_FIRE By 25
   FIRE_DMG By 5"
"the Light of Juris",LIGHT,HOLD,NONE,NONE,unknown,special,5,22120,1200,15,DETECT_INVIS,GLOW ANTI_EVIL UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,1DAMROLL 1HITROLL,,,"","","Object 'the Light of Juris', Item type: LIGHT
Can be worn on: TAKE HOLD
Class restrictions: NONE
Race restrictions: NONE
Object Material: unknown
Size: special
Weight: 5, Value: 22120, Rent: 1200, Min Level: 15
Item will give you following abilities:  DETECT_INVIS
Item is: GLOW ANTI_EVIL UNBREAKABLE
This light modifies the light intensity of a room by 3
Hours left: Infinite
Can affect you as:
   DAMROLL By 1
   HITROLL By 1"
"A book titled, 'Somehow I Manage'",TRASH,,NONE,NONE,paper,small,1,300,10,0,NONE,!RENT !SELL,,,,,,,,,,,,,,,,,,,,,,,,,"in desk","College","Object 'A book titled, 'Somehow I Manage'', Item type: TRASH
Can be worn on: TAKE
Class restrictions: NONE
Race restrictions: NONE
Object Material: paper
Size: small
Weight: 1, Value: 300, Rent: 10, Min Level: 0
Item will give you following abilities:  NONE
Item is: !RENT !SELL"
"a heart shaped medallion",ARMOR,NECK,NONE,NONE,gold,special,3,8200,1500,0,NONE,HUM !DONATE !INVIS UNBREAKABLE,,,,,3,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-1CON 1DAMROLL 1WIS,,,"in Altar","College","Object 'a heart shaped medallion', Item type: ARMOR
Can be worn on: TAKE NECK
Class restrictions: NONE
Race restrictions: NONE
Object Material: gold
Size: special
Weight: 3, Value: 8200, Rent: 1500, Min Level: 0
Item will give you following abilities:  NONE
Item is: HUM !DONATE !INVIS UNBREAKABLE
AP-apply is 3
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   WIS By 1
   CON By -1
   DAMROLL By 1"
"a tight fitting green dragon scale shirt",ARMOR,BODY,WARRIOR ROGUE,NONE,dragon scale,special,9,17500,4500,20,AIRWALK,MAGIC UNBREAKABLE,,,,,8,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL 5MELEE_CRIT_DMG,,,"The Grand Mistress","College","Object 'a tight fitting green dragon scale shirt', Item type: ARMOR
Can be worn on: TAKE BODY
Class restrictions: WARRIOR ROGUE
Race restrictions: NONE
Object Material: dragon scale
Size: special
Weight: 9, Value: 17500, Rent: 4500, Min Level: 20
Item will give you following abilities:  AIRWALK
Item is: MAGIC UNBREAKABLE
AP-apply is 8
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 1
   MELEE_CRIT_DMG By 5"
"a keychain",CONTAINER,HOLD,NONE,NONE,iron,special,8,24000,0,0,NONE,!RENT !DONATE !SELL UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,,"The Headmistress","College","Object 'a keychain', Item type: CONTAINER
Can be worn on: TAKE HOLD
Class restrictions: NONE
Race restrictions: NONE
Object Material: iron
Size: special
Weight: 8, Value: 24000, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE
Item is: !RENT !DONATE !SELL UNBREAKABLE"
"a sapphire bracelet",WORN,WRIST,NONE,NONE,emerald,normal,5,25000,4500,15,NONE,MAGIC UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,10MAXMANA -2STR,,,"Instructor Vy'Jin","Bonne Terre","Object 'a sapphire bracelet', Item type: WORN
Can be worn on: TAKE WRIST
Class restrictions: NONE
Race restrictions: NONE
Object Material: emerald
Size: normal
Weight: 5, Value: 25000, Rent: 4500, Min Level: 15
Item will give you following abilities:  NONE
Item is: MAGIC UNBREAKABLE
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MAXMANA By 10
   STR By -2"
"an onyx bracelet",ARMOR,WRIST,NONE,NONE,onyx,special,6,25000,4500,15,NONE,MAGIC ANTI_GOOD ANTI_NEUTRAL UNIQUE UNBREAKABLE EVIL_FLAGGED,,,,,3,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,2DAMROLL -50RESIST_FIRE,,,"The black robed apprentice","College","Object 'an onyx bracelet', Item type: ARMOR
Can be worn on: TAKE WRIST
Class restrictions: NONE
Race restrictions: NONE
Object Material: onyx
Size: special
Weight: 6, Value: 25000, Rent: 4500, Min Level: 15
Item will give you following abilities:  NONE
Item is: MAGIC ANTI_GOOD ANTI_NEUTRAL UNIQUE UNBREAKABLE EVIL_FLAGGED
AP-apply is 3
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 2
   RESIST_FIRE By -50"
"a brown cloak",ARMOR,NECK,NONE,NONE,wool,special,5,4000,2500,10,NONE,UNBREAKABLE,,,,,0,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-15ARMOR_POINTS -4SAVING_SPELL,,,"in Hallway","College","Object 'a brown cloak', Item type: ARMOR
Can be worn on: TAKE NECK
Class restrictions: NONE
Race restrictions: NONE
Object Material: wool
Size: special
Weight: 5, Value: 4000, Rent: 2500, Min Level: 10
Item will give you following abilities:  NONE
Item is: UNBREAKABLE
AP-apply is 0
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   ARMOR_POINTS By -15
   SAVING_SPELL By -4"
"a traveler's leather backpack",CONTAINER,ABOUT,NONE,NONE,leather,special,10,11400,3000,15,AIRWALK,UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,-1DEX 6MOVE_GAIN 2STR,,,"in hallway","College","Object 'a traveler's leather backpack', Item type: CONTAINER
Can be worn on: TAKE ABOUT
Class restrictions: NONE
Race restrictions: NONE
Object Material: leather
Size: special
Weight: 10, Value: 11400, Rent: 3000, Min Level: 15
Item will give you following abilities:  AIRWALK
Item is: UNBREAKABLE
Can affect you as:
   MOVE_GAIN By 6
   STR By 2
   DEX By -1"
"a seashell ring",BOAT,FINGER,NONE,NONE,ceramic,special,1,6500,6500,0,NONE,MAGIC UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,-1DEX -50RESIST_ELEC 1SIZE,,,"in a traveler's leather backpack","College","Object 'a seashell ring', Item type: BOAT
Can be worn on: TAKE FINGER
Class restrictions: NONE
Race restrictions: NONE
Object Material: ceramic
Size: special
Weight: 1, Value: 6500, Rent: 6500, Min Level: 0
Item will give you following abilities:  NONE
Item is: MAGIC UNBREAKABLE
Can affect you as:
   SIZE By 1
   RESIST_ELEC By -50
   DEX By -1"
"a shimmering cloak of many colors",CONTAINER,NECK,NONE,NONE,dragon scale,special,5,24500,2500,20,NONE,GLOW MAGIC UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,-25ARMOR_POINTS 5HIT_GAIN -5SAVING_BREATH -3SAVING_PETRI,,,"The Grand Mistress","College","Object 'a shimmering cloak of many colors', Item type: CONTAINER
Can be worn on: TAKE NECK
Class restrictions: NONE
Race restrictions: NONE
Object Material: dragon scale
Size: special
Weight: 5, Value: 24500, Rent: 2500, Min Level: 20
Item will give you following abilities:  NONE
Item is: GLOW MAGIC UNBREAKABLE
Can affect you as:
   ARMOR_POINTS By -25
   SAVING_PETRI By -3
   SAVING_BREATH By -5
   HIT_GAIN By 5"
"The Staff of Wizardry",WEAPON,WIELD,MAGIC_USER,NONE,wood,normal,14,40000,5800,15,NONE,MAGIC TWO_HANDED_WPN UNIQUE UNBREAKABLE ADD_RENT_SLOT,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,bludgeon,4D6,14.0,bludgeon attack,-1CON 10MAXMANA -10MAXMOVE 4SPELL_CRIT_PCT 4SPELL_DMG,,,"The Grand Mistress","College","Object 'The Staff of Wizardry', Item type: WEAPON
Can be worn on: TAKE WIELD
Class restrictions: MAGIC_USER
Race restrictions: NONE
Object Material: wood
Size: normal
Weight: 14, Value: 40000, Rent: 5800, Min Level: 15
Item will give you following abilities:  NONE
Item is: MAGIC TWO_HANDED_WPN UNIQUE UNBREAKABLE ADD_RENT_SLOT
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: bludgeon,  Damage Dice: '4D6', Average Damage 14.0.
Requires Weapon Skill: bludgeon attack
Can affect you as:
   SPELL_DMG By 4
   MAXMANA By 10
   SPELL_CRIT_PCT By 4
   CON By -1
   MAXMOVE By -10"
"The Mark of Wizardry",WORN,TRINKET,WIZARD,NONE,gold,special,1,10000,1000,25,NONE,UNIQUE UNBREAKABLE PC_USE_ONLY,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,2MANA_GAIN 2MOVE_GAIN -5SAVING_SPELL,,,"The Grand Mistress","College","Object 'The Mark of Wizardry', Item type: WORN
Can be worn on: TAKE TRINKET
Class restrictions: WIZARD
Race restrictions: NONE
Object Material: gold
Size: special
Weight: 1, Value: 10000, Rent: 1000, Min Level: 25
Item will give you following abilities:  NONE
Item is: UNIQUE UNBREAKABLE PC_USE_ONLY
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MANA_GAIN By 2
   MOVE_GAIN By 2
   SAVING_SPELL By -5"
"a white cloak",ARMOR,NECK,NONE,NONE,wool,special,7,15000,3500,10,NONE,MAGIC BLESS ANTI_EVIL ANTI_NEUTRAL UNBREAKABLE GOOD_FLAGGED,,,,,5,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL -1DEX 1HITROLL -1INT,,,"The Master of Goodness","College","Object 'a white cloak', Item type: ARMOR
Can be worn on: TAKE NECK
Class restrictions: NONE
Race restrictions: NONE
Object Material: wool
Size: special
Weight: 7, Value: 15000, Rent: 3500, Min Level: 10
Item will give you following abilities:  NONE
Item is: MAGIC BLESS ANTI_EVIL ANTI_NEUTRAL UNBREAKABLE GOOD_FLAGGED
AP-apply is 5
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   HITROLL By 1
   DAMROLL By 1
   DEX By -1
   INT By -1"
"an ivory hilted sword",WEAPON,WIELD,NONE,NONE,steel,special,14,52000,6000,15,NONE,MAGIC BLESS ANTI_EVIL UNBREAKABLE MAIN_HAND_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,6D4,15.0,slash attack,1DAMROLL 2HITROLL,,,"The Master of Goodness","College","Object 'an ivory hilted sword', Item type: WEAPON
Can be worn on: TAKE WIELD
Class restrictions: NONE
Race restrictions: NONE
Object Material: steel
Size: special
Weight: 14, Value: 52000, Rent: 6000, Min Level: 15
Item will give you following abilities:  NONE
Item is: MAGIC BLESS ANTI_EVIL UNBREAKABLE MAIN_HAND_WPN
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '6D4', Average Damage 15.0.
Requires Weapon Skill: slash attack
Can affect you as:
   HITROLL By 2
   DAMROLL By 1"
"an emerald bracelet",ARMOR,WRIST,BARD RANGER PRIEST,NONE,emerald,special,2,31000,3500,20,NONE,MAGIC UNBREAKABLE,,,,,5,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DEX 3SPELL_DMG,,,"The Grand Mistress","College","Object 'an emerald bracelet', Item type: ARMOR
Can be worn on: TAKE WRIST
Class restrictions: BARD RANGER PRIEST
Race restrictions: NONE
Object Material: emerald
Size: special
Weight: 2, Value: 31000, Rent: 3500, Min Level: 20
Item will give you following abilities:  NONE
Item is: MAGIC UNBREAKABLE
AP-apply is 5
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   SPELL_DMG By 3
   DEX By 1"
"a white gold bracelet",ARMOR,WRIST,NONE,NONE,gold,special,5,25000,4500,15,NONE,MAGIC ANTI_EVIL ANTI_NEUTRAL UNIQUE UNBREAKABLE GOOD_FLAGGED,,,,,3,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,2DAMROLL -50RESIST_COLD,,,"The white robed apprentice","College","Object 'a white gold bracelet', Item type: ARMOR
Can be worn on: TAKE WRIST
Class restrictions: NONE
Race restrictions: NONE
Object Material: gold
Size: special
Weight: 5, Value: 25000, Rent: 4500, Min Level: 15
Item will give you following abilities:  NONE
Item is: MAGIC ANTI_EVIL ANTI_NEUTRAL UNIQUE UNBREAKABLE GOOD_FLAGGED
AP-apply is 3
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 2
   RESIST_COLD By -50"
"a dark black cloak",ARMOR,NECK,NONE,NONE,wool,special,8,9000,3500,10,SENSE_LIFE,MAGIC ANTI_GOOD ANTI_NEUTRAL UNBREAKABLE,,,,,4,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL 1HITROLL 5SAVING_BREATH 5SAVING_SPELL,,,"The Master of the Black Robes","College","Object 'a dark black cloak', Item type: ARMOR
Can be worn on: TAKE NECK
Class restrictions: NONE
Race restrictions: NONE
Object Material: wool
Size: special
Weight: 8, Value: 9000, Rent: 3500, Min Level: 10
Item will give you following abilities:  SENSE_LIFE
Item is: MAGIC ANTI_GOOD ANTI_NEUTRAL UNBREAKABLE
AP-apply is 4
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   HITROLL By 1
   DAMROLL By 1
   SAVING_BREATH By 5
   SAVING_SPELL By 5"
"a sharp shard of obsidian",WEAPON,WIELD,THIEF ANTIPALADIN,NONE,obsidian,special,16,45000,5000,10,NONE,MAGIC ANTI_GOOD UNBREAKABLE MAIN_HAND_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,stab,4D6,14.0,pierce attack,1DEX 3HITROLL,,,"The Master of the Black Robes","Bonne Terre","Object 'a sharp shard of obsidian', Item type: WEAPON
Can be worn on: TAKE WIELD
Class restrictions: THIEF ANTIPALADIN
Race restrictions: NONE
Object Material: obsidian
Size: special
Weight: 16, Value: 45000, Rent: 5000, Min Level: 10
Item will give you following abilities:  NONE
Item is: MAGIC ANTI_GOOD UNBREAKABLE MAIN_HAND_WPN
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: stab,  Damage Dice: '4D6', Average Damage 14.0.
Requires Weapon Skill: pierce attack
Can affect you as:
   HITROLL By 3
   DEX By 1"
"a black robe",CONTAINER,ABOUT,NONE,NONE,wool,special,8,15400,3200,15,NONE,MAGIC ANTI_GOOD ANTI_NEUTRAL UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,-1CON 1DAMROLL 2HITROLL,,,"Dark Master, The black robed apprentice","College","Object 'a black robe', Item type: CONTAINER
Can be worn on: TAKE ABOUT
Class restrictions: NONE
Race restrictions: NONE
Object Material: wool
Size: special
Weight: 8, Value: 15400, Rent: 3200, Min Level: 15
Item will give you following abilities:  NONE
Item is: MAGIC ANTI_GOOD ANTI_NEUTRAL UNBREAKABLE
Can affect you as:
   DAMROLL By 1
   HITROLL By 2
   CON By -1"
"a grey robe",CONTAINER,ABOUT,WIZARD,NONE,wool,special,8,12500,2500,0,NONE,MAGIC ANTI_GOOD ANTI_EVIL UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,-20ARMOR_POINTS 20MAXMANA -5SAVING_PARA -1STR,,,"The Master's apprentice","College","Object 'a grey robe', Item type: CONTAINER
Can be worn on: TAKE ABOUT
Class restrictions: WIZARD
Race restrictions: NONE
Object Material: wool
Size: special
Weight: 8, Value: 12500, Rent: 2500, Min Level: 0
Item will give you following abilities:  NONE
Item is: MAGIC ANTI_GOOD ANTI_EVIL UNBREAKABLE
Can affect you as:
   ARMOR_POINTS By -20
   SAVING_PARA By -5
   MAXMANA By 20
   STR By -1"
"a diamond encrusted scabbard",WORN,WAIST,WARRIOR,NONE,diamond,special,4,29000,3500,20,NONE,UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL -15MAXHIT,,,"A Diamond Golem","College","Object 'a diamond encrusted scabbard', Item type: WORN
Can be worn on: TAKE WAIST
Class restrictions: WARRIOR
Race restrictions: NONE
Object Material: diamond
Size: special
Weight: 4, Value: 29000, Rent: 3500, Min Level: 20
Item will give you following abilities:  NONE
Item is: UNBREAKABLE
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 1
   MAXHIT By -15"
"The Cowl of Mysteries",WORN,NECK,WARRIOR ROGUE,NONE,velvet,normal,8,25000,4500,20,BAT_SONAR,UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-1DEX -15MAXHIT -1STR,+40spook,,"A Colossal Wood Golem","College","Object 'The Cowl of Mysteries', Item type: WORN
Can be worn on: TAKE NECK
Class restrictions: WARRIOR ROGUE
Race restrictions: NONE
Object Material: velvet
Size: normal
Weight: 8, Value: 25000, Rent: 4500, Min Level: 20
Item will give you following abilities:  BAT_SONAR
Item is: UNIQUE UNBREAKABLE
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MAXHIT By -15
   DEX By -1
   STR By -1
Modifies the following proficiencies:
   +40 to spook"
"a ward major",STAFF,HOLD,CLERIC DRUID,NONE,crystal,special,5,20000,8000,25,NONE,GLOW UNIQUE UNBREAKABLE SELF_CHARGING,sanctuary,40,3,3,,,,,,,,,,,,,,,,,,20MAXMANA,,,"The Grand Mistress","College","Object 'a ward major', Item type: STAFF
Can be worn on: TAKE HOLD 
Class restrictions: CLERIC DRUID 
Race restrictions: NONE 
Object Material: crystal
Size: special
Weight: 5, Value: 20000, Rent: 8000, Min Level: 25
Item will give you following abilities:  NONE 
Item is: GLOW UNIQUE UNBREAKABLE SELF_CHARGING 
Spell: sanctuary at level 40, 3 (of 3) charges remaining
Can affect you as:
   MAXMANA By 20"
"a white robe",WORN,NECK ABOUT,PALADIN MONK SAMURAI,NONE,wool,special,7,22000,6000,15,NONE,MAGIC ANTI_EVIL ANTI_NEUTRAL UNBREAKABLE GOOD_FLAGGED,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,25RESIST_SHDW,,,"The white robed apprentice","College","Object 'a white robe', Item type: WORN
Can be worn on: TAKE NECK ABOUT 
Class restrictions: PALADIN MONK SAMURAI 
Race restrictions: NONE 
Object Material: wool
Size: special
Weight: 7, Value: 22000, Rent: 6000, Min Level: 15
Item will give you following abilities:  NONE 
Item is: MAGIC ANTI_EVIL ANTI_NEUTRAL UNBREAKABLE GOOD_FLAGGED 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   RESIST_SHDW By 25"
"a small emerald ring",ARMOR,FINGER,NONE,NONE,emerald,special,2,21750,3000,15,NONE,MAGIC UNBREAKABLE,,,,,3,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,15MAXMANA 3SPELL_DMG,,,"The Grand Mistress","College","Object 'a small emerald ring', Item type: ARMOR
Can be worn on: TAKE FINGER 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: emerald
Size: special
Weight: 2, Value: 21750, Rent: 3000, Min Level: 15
Item will give you following abilities:  NONE 
Item is: MAGIC UNBREAKABLE 
AP-apply is 3
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MAXMANA By 15
   SPELL_DMG By 3"
"a long grey cloak",ARMOR,NECK,NONE,NONE,wool,normal,7,70000,6000,20,BAT_SONAR FREE_ACTION HIDE,MAGIC ANTI_GOOD ANTI_EVIL UNBREAKABLE,,,,,8,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,3MANA_GAIN -50RESIST_LGHT 3SAVING_SPELL,,,"The Master of Neutrality","College","Object 'a long grey cloak', Item type: ARMOR
Can be worn on: TAKE NECK 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: wool
Size: normal
Weight: 7, Value: 70000, Rent: 6000, Min Level: 20
Item will give you following abilities:  BAT_SONAR FREE_ACTION HIDE 
Item is: MAGIC ANTI_GOOD ANTI_EVIL UNBREAKABLE 
AP-apply is 8
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   SAVING_SPELL By 3
   MANA_GAIN By 3
   RESIST_LGHT By -50"
"The Legendary Claymore, 'Colossus'",WEAPON,WIELD,FIGHTER PALADIN BERSERKER,NONE,mithril,large,34,291000,21500,25,NONE,MAGIC ANTI_EVIL TWO_HANDED_WPN UNIQUE UNBREAKABLE PC_USE_ONLY,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,9D4,22.5,slash attack,2ATK_/_2_ROUNDS 25RESIST_SHDW,,,"","","Object 'The Legendary Claymore, 'Colossus'', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: FIGHTER PALADIN BERSERKER 
Race restrictions: NONE 
Object Material: mithril
Size: large
Weight: 34, Value: 291000, Rent: 21500, Min Level: 25
Item will give you following abilities:  NONE 
Item is: MAGIC ANTI_EVIL TWO_HANDED_WPN UNIQUE UNBREAKABLE PC_USE_ONLY 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '9D4', Average Damage 22.5.
Requires Weapon Skill: slash attack
Can affect you as:
   ATK_/_2_ROUNDS By 2
   RESIST_SHDW By 25"
"A black tricorne",ARMOR,HEAD,NONE,NONE,leather,normal,7,18000,6300,20,NONE,UNBREAKABLE,,,,,8,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,10AGE -2CHA 2DAMROLL 5SPELL_DMG,,,"The ghost of Captain Fensclow","Burning Talon","Object 'A black tricorne', Item type: ARMOR
Can be worn on: TAKE HEAD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: leather
Size: normal
Weight: 7, Value: 18000, Rent: 6300, Min Level: 20
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE 
AP-apply is 8
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 2
   AGE By 10
   SPELL_DMG By 5
   CHA By -2"
"a glass ring",ARMOR,FINGER,NONE,NONE,glass,normal,1,5150,5150,15,CLOAK_OF_SHADOWS,UNIQUE UNBREAKABLE,,,,,0,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,5MELEE_CRIT_DMG,,,"in buried treasure chest","Burning Talon","Object 'a glass ring', Item type: ARMOR
Can be worn on: TAKE FINGER 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: normal
Weight: 1, Value: 5150, Rent: 5150, Min Level: 15
Item will give you following abilities:  CLOAK_OF_SHADOWS 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 0
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MELEE_CRIT_DMG By 5"
"A suit of resplendent plate mail",ARMOR,BODY,FIGHTER PALADIN RANGER DRUID BERSERKER,NONE,steel,special,18,142000,6500,20,NONE,MAGIC UNIQUE UNBREAKABLE EVIL_FLAGGED,,,,,20,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,3DAMROLL 2HIT_GAIN 2MANA_GAIN 2MOVE_GAIN,,,"King","Caves of Fire","Object 'A suit of resplendent plate mail', Item type: ARMOR
Can be worn on: TAKE BODY 
Class restrictions: FIGHTER PALADIN RANGER DRUID BERSERKER 
Race restrictions: NONE 
Object Material: steel
Size: special
Weight: 18, Value: 142000, Rent: 6500, Min Level: 20
Item will give you following abilities:  NONE 
Item is: MAGIC UNIQUE UNBREAKABLE EVIL_FLAGGED 
AP-apply is 20
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 3
   HIT_GAIN By 2
   MANA_GAIN By 2
   MOVE_GAIN By 2"
"a dark red cloak",ARMOR,NECK ABOUT,NONE,NONE,cotton,normal,1,15000,6110,15,NONE,UNIQUE UNBREAKABLE,,,,,7,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1INT 5MANA_GAIN 5SPELL_CRIT_DMG,,,"","","Object 'a dark red cloak', Item type: ARMOR
Can be worn on: TAKE NECK ABOUT 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: cotton
Size: normal
Weight: 1, Value: 15000, Rent: 6110, Min Level: 15
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 7
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   INT By 1
   MANA_GAIN By 5
   SPELL_CRIT_DMG By 5"
"a pair of old boots",ARMOR,FEET,NONE,NONE,leather,special,2,13000,2500,10,NONE,MAGIC UNBREAKABLE,,,,,0,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-1CHA -1INT 10MAXMOVE 4MOVE_GAIN,,,"in Hallway","College","Object 'a pair of old boots', Item type: ARMOR
Can be worn on: TAKE FEET 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: leather
Size: special
Weight: 2, Value: 13000, Rent: 2500, Min Level: 10
Item will give you following abilities:  NONE 
Item is: MAGIC UNBREAKABLE 
AP-apply is 0
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MAXMOVE By 10
   MOVE_GAIN By 4
   INT By -1
   CHA By -1"
